location,YearMonth,MonthlyCases,MonthlyDeaths,CumulativeCases,CumulativeDeaths,InfectionRate
China,2021-01,4100,35,100063,4817,0.0100
China,2021-02,902,18,100965,4835,0.0100
China,2021-03,767,6,101732,4841,0.0100
China,2021-04,762,4,102494,4845,0.0100
Colombia,2020-03,906,16,906,16,0.0000
Colombia,2020-04,5601,277,6507,293,0.0100
Colombia,2020-05,22876,646,29383,939,0.0600
Colombia,2020-06,68463,2395,97846,3334,0.1900
Colombia,2020-07,197662,6771,295508,10105,0.5800
Colombia,2020-08,319586,9557,615094,19662,1.2100
Colombia,2020-09,214585,6336,829679,25998,1.6300
Colombia,2020-10,244505,5316,1074184,31314,2.1100
Colombia,2020-11,242622,5452,1316806,36766,2.5900
Colombia,2020-12,325969,6447,1642775,43213,3.2300
Colombia,2021-01,452109,10770,2094884,53983,4.1200
Colombia,2021-02,156806,5783,2251690,59766,4.4300
Colombia,2021-03,154687,3656,2406377,63422,4.7300
Colombia,2021-04,453347,10298,2859724,73720,5.6200
Comoros,2020-04,1,NULL,1,NULL,0.0000
Comoros,2020-05,105,2,106,2,0.0100
Comoros,2020-06,197,5,303,7,0.0300
Comoros,2020-07,75,0,378,7,0.0400
Comoros,2020-08,45,0,423,7,0.0500
Comoros,2020-09,56,0,479,7,0.0600
Comoros,2020-10,66,0,545,7,0.0600
Comoros,2020-11,66,0,611,7,0.0700
Comoros,2020-12,212,3,823,10,0.0900
Comoros,2021-01,1903,83,2726,93,0.3100
Comoros,2021-02,845,51,3571,144,0.4100
Comoros,2021-03,125,2,3696,146,0.4300
Comoros,2021-04,138,0,3834,146,0.4400
Congo,2020-03,19,NULL,19,NULL,0.0000
Congo,2020-04,201,9,220,9,0.0000
Congo,2020-05,391,11,611,20,0.0100
Congo,2020-06,476,17,1087,37,0.0200
Congo,2020-07,2113,17,3200,54,0.0600
Congo,2020-08,779,24,3979,78,0.0700
Congo,2020-09,1110,11,5089,114,0.0900
Congo,2020-10,201,3,5290,92,0.1000
Congo,2020-11,484,2,5774,94,0.1000
Congo,2020-12,1333,14,7107,108,0.1300
Congo,2021-01,780,9,7887,117,0.1400
Congo,2021-02,933,11,8820,128,0.1600
Congo,2021-03,861,7,9681,135,0.1800
Congo,2021-04,997,9,10678,144,0.1900
"Costa Rica",2020-03,347,2,347,2,0.0100
"Costa Rica",2020-04,372,4,719,6,0.0100
"Costa Rica",2020-05,337,4,1056,10,0.0200
"Costa Rica",2020-06,2403,6,3459,16,0.0700
"Costa Rica",2020-07,14361,134,17820,150,0.3500
"Costa Rica",2020-08,23467,286,41287,436,0.8100
"Costa Rica",2020-09,34473,468,75760,904,1.4900
"Costa Rica",2020-10,34211,481,109971,1385,2.1600
"Costa Rica",2020-11,29667,341,139638,1726,2.7400
"Costa Rica",2020-12,29683,459,169321,2185,3.3200
"Costa Rica",2021-01,23955,419,193276,2604,3.7900
"Costa Rica",2021-02,11065,196,204341,2800,4.0100
"Costa Rica",2021-03,12423,157,216764,2957,4.2600
"Costa Rica",2021-04,34227,274,250991,3231,4.9300
"Cote d'Ivoire",2020-03,179,1,179,1,0.0000
"Cote d'Ivoire",2020-04,1096,13,1275,14,0.0000
"Cote d'Ivoire",2020-05,1558,19,2833,33,0.0100
"Cote d'Ivoire",2020-06,6666,35,9499,68,0.0400
"Cote d'Ivoire",2020-07,6548,34,16047,102,0.0600
"Cote d'Ivoire",2020-08,2020,15,18067,117,0.0700
"Cote d'Ivoire",2020-09,1657,3,19724,120,0.0700
"Cote d'Ivoire",2020-10,992,6,20716,126,0.0800
"Cote d'Ivoire",2020-11,615,6,21331,132,0.0800
"Cote d'Ivoire",2020-12,1159,5,22490,137,0.0900
"Cote d'Ivoire",2021-01,5909,17,28399,154,0.1100
"Cote d'Ivoire",2021-02,4355,38,32754,192,0.1200
"Cote d'Ivoire",2021-03,11135,52,43889,244,0.1700
"Cote d'Ivoire",2021-04,2147,42,46036,286,0.1700
Croatia,2020-02,6,NULL,6,NULL,0.0000
Croatia,2020-03,861,6,867,6,0.0200
Croatia,2020-04,1209,63,2076,69,0.0500
Croatia,2020-05,170,34,2246,103,0.0500
Croatia,2020-06,531,4,2777,107,0.0700
Croatia,2020-07,2362,38,5139,145,0.1300
Croatia,2020-08,5130,41,10269,186,0.2500
Croatia,2020-09,6324,94,16593,280,0.4000
Croatia,2020-10,32723,266,49316,546,1.2000
Croatia,2020-11,79126,1240,128442,1786,3.1300
Croatia,2020-12,82395,2134,210837,3920,5.1400
Croatia,2021-01,21589,1107,232426,5027,5.6600
Croatia,2021-02,10547,499,242973,5526,5.9200
Croatia,2021-03,28659,421,271632,5947,6.6200
Croatia,2021-04,60551,1134,332183,7081,8.0900
Cuba,2020-03,186,6,186,6,0.0000
Cuba,2020-04,1315,55,1501,61,0.0100
Cuba,2020-05,544,22,2045,83,0.0200
Cuba,2020-06,296,3,2341,86,0.0200
Cuba,2020-07,267,1,2608,87,0.0200
Cuba,2020-08,1424,7,4032,94,0.0400
Cuba,2020-09,1565,28,5597,122,0.0500
Cuba,2020-10,1290,6,6887,128,0.0600
Cuba,2020-11,1397,7,8284,135,0.0700
Cuba,2020-12,3579,11,11863,146,0.1000
Cuba,2021-01,14823,68,26686,214,0.2400
Cuba,2021-02,23093,108,49779,322,0.4400
Cuba,2021-03,25484,102,75263,424,0.6600
Cuba,2021-04,31444,220,106707,644,0.9400
Curacao,2021-03,NULL,NULL,NULL,NULL,NULL
Curacao,2021-04,NULL,NULL,NULL,NULL,NULL
Cyprus,2020-02,NULL,NULL,NULL,NULL,NULL
Cyprus,2020-03,262,8,262,8,0.0300
Cyprus,2020-04,588,7,850,15,0.1000
Cyprus,2020-05,94,2,944,17,0.1100
Cyprus,2020-06,54,2,998,19,0.1100
Cyprus,2020-07,116,0,1114,19,0.1300
Cyprus,2020-08,374,1,1488,20,0.1700
Cyprus,2020-09,267,2,1755,22,0.2000
Cyprus,2020-10,2611,4,4366,26,0.5000
Cyprus,2020-11,6199,23,10565,49,1.2100
Cyprus,2020-12,11454,70,22019,119,2.5100
Cyprus,2021-01,8857,80,30876,199,3.5300
Cyprus,2021-02,3831,32,34707,231,3.9600
Cyprus,2021-03,11157,25,45864,256,5.2400
Cyprus,2021-04,19369,52,65233,308,7.4500
Czechia,2020-03,3308,31,3308,31,0.0300
Czechia,2020-04,4374,205,7682,236,0.0700
Czechia,2020-05,1586,84,9268,320,0.0900
Czechia,2020-06,2686,29,11954,349,0.1100
Czechia,2020-07,4620,33,16574,382,0.1500
Czechia,2020-08,8044,42,24618,424,0.2300
Czechia,2020-09,46145,231,70763,655,0.6600
Czechia,2020-10,264339,2596,335102,3251,3.1300
Czechia,2020-11,188196,5044,523298,8295,4.8900
Czechia,2020-12,195363,3285,718661,11580,6.7100
Czechia,2021-01,266113,4728,984774,16308,9.2000
Czechia,2021-02,250706,4031,1235480,20339,11.5400
Czechia,2021-03,296852,6082,1532332,26421,14.3100
Czechia,2021-04,98426,2846,1630758,29267,15.2300
"Democratic Republic of Congo",2020-03,98,8,98,8,0.0000
"Democratic Republic of Congo",2020-04,474,23,572,31,0.0000
"Democratic Republic of Congo",2020-05,2498,41,3070,72,0.0000
"Democratic Republic of Congo",2020-06,3969,98,7039,170,0.0100
"Democratic Republic of Congo",2020-07,2031,45,9070,215,0.0100
"Democratic Republic of Congo",2020-08,1027,43,10097,258,0.0100
"Democratic Republic of Congo",2020-09,562,14,10659,272,0.0100
"Democratic Republic of Congo",2020-10,647,35,11306,307,0.0100
"Democratic Republic of Congo",2020-11,1466,26,12772,333,0.0100
"Democratic Republic of Congo",2020-12,4886,258,17658,591,0.0200
"Democratic Republic of Congo",2021-01,5113,80,22771,671,0.0300
"Democratic Republic of Congo",2021-02,3142,36,25913,707,0.0300
"Democratic Republic of Congo",2021-03,2229,36,28142,743,0.0300
"Democratic Republic of Congo",2021-04,1711,23,29853,766,0.0300
Denmark,2020-02,3,NULL,3,NULL,0.0000
Denmark,2020-03,3036,90,3039,90,0.0500
Denmark,2020-04,6317,362,9356,452,0.1600
Denmark,2020-05,2513,122,11869,574,0.2000
Denmark,2020-06,1099,31,12968,605,0.2200
Denmark,2020-07,1060,10,14028,615,0.2400
Denmark,2020-08,3382,9,17410,624,0.3000
Denmark,2020-09,11069,26,28479,650,0.4900
Denmark,2020-10,18384,71,46863,721,0.8100
Denmark,2020-11,34139,116,81002,837,1.4000
Denmark,2020-12,83114,461,164116,1298,2.8300
Denmark,2021-01,35040,828,199156,2126,3.4400
Denmark,2021-02,12727,236,211883,2362,3.6600
Denmark,2021-03,19412,58,231295,2420,3.9900
Denmark,2021-04,19954,64,251249,2484,4.3400
Djibouti,2020-03,30,NULL,30,NULL,0.0000
Djibouti,2020-04,1059,2,1089,2,0.1100
Djibouti,2020-05,2265,22,3354,24,0.3400
Djibouti,2020-06,1328,30,4682,54,0.4700
Djibouti,2020-07,402,4,5084,58,0.5100
Djibouti,2020-08,303,2,5387,60,0.5500
Djibouti,2020-09,29,1,5416,61,0.5500
Djibouti,2020-10,145,0,5561,61,0.5600
Djibouti,2020-11,118,0,5679,61,0.5700
Djibouti,2020-12,152,0,5831,61,0.5900
Djibouti,2021-01,101,2,5932,63,0.6000
Djibouti,2021-02,134,0,6066,63,0.6100
Djibouti,2021-03,1936,7,8002,70,0.8100
Djibouti,2021-04,3098,73,11100,143,1.1200
Dominica,2020-03,12,NULL,12,NULL,0.0200
Dominica,2020-04,4,NULL,16,NULL,0.0200
Dominica,2020-05,0,NULL,16,NULL,0.0200
Dominica,2020-06,2,NULL,18,NULL,0.0300
Dominica,2020-07,0,NULL,18,NULL,0.0300
Dominica,2020-08,2,NULL,20,NULL,0.0300
Dominica,2020-09,10,NULL,30,NULL,0.0400
Dominica,2020-10,20,NULL,50,NULL,0.0700
Dominica,2020-11,35,NULL,85,NULL,0.1200
Dominica,2020-12,3,NULL,88,NULL,0.1200
Dominica,2021-01,29,NULL,117,NULL,0.1600
Dominica,2021-02,25,NULL,142,NULL,0.2000
Dominica,2021-03,19,NULL,161,NULL,0.2200
Dominica,2021-04,13,NULL,174,NULL,0.2400
"Dominican Republic",2020-03,1109,51,1109,51,0.0100
"Dominican Republic",2020-04,5863,250,6972,301,0.0600
"Dominican Republic",2020-05,10313,201,17285,502,0.1600
"Dominican Republic",2020-06,15283,245,32568,747,0.3000
"Dominican Republic",2020-07,37081,413,69649,1160,0.6400
"Dominican Republic",2020-08,25066,550,94715,1710,0.8700
"Dominican Republic",2020-09,17494,395,112209,2105,1.0300
"Dominican Republic",2020-10,14809,140,127018,2245,1.1700
"Dominican Republic",2020-11,16970,86,143988,2331,1.3300
"Dominican Republic",2020-12,26797,83,170785,2414,1.5700
"Dominican Republic",2021-01,43275,252,214060,2666,1.9700
"Dominican Republic",2021-02,25557,434,239617,3100,2.2100
"Dominican Republic",2021-03,13110,225,252727,3325,2.3300
"Dominican Republic",2021-04,13834,155,266561,3480,2.4600
Ecuador,2020-03,2240,75,2240,75,0.0100
Ecuador,2020-04,22694,825,24934,900,0.1400
Ecuador,2020-05,14164,2458,39098,3358,0.2200
Ecuador,2020-06,17334,1169,56432,4527,0.3200
Ecuador,2020-07,28923,1175,85355,5702,0.4800
Ecuador,2020-08,28412,854,113767,6556,0.6400
Ecuador,2020-09,23280,4799,137047,11355,0.7800
Ecuador,2020-10,31145,1315,168192,12670,0.9500
Ecuador,2020-11,24493,791,192685,13461,1.0900
Ecuador,2020-12,19827,573,212512,14034,1.2000
Ecuador,2021-01,38316,825,250828,14859,1.4200
Ecuador,2021-02,35327,952,286155,15811,1.6200
Ecuador,2021-03,42600,1036,328755,16847,1.8600
Ecuador,2021-04,53107,1784,381862,18631,2.1600
Egypt,2020-02,1,NULL,1,NULL,0.0000
Egypt,2020-03,709,46,710,46,0.0000
Egypt,2020-04,4827,346,5537,392,0.0100
Egypt,2020-05,19448,567,24985,959,0.0200
Egypt,2020-06,43326,1994,68311,2953,0.0700
Egypt,2020-07,25767,1852,94078,4805,0.0900
Egypt,2020-08,4861,616,98939,5421,0.1000
Egypt,2020-09,4259,509,103198,5930,0.1000
Egypt,2020-10,4357,336,107555,6266,0.1100
Egypt,2020-11,8356,384,115911,6650,0.1100
Egypt,2020-12,22151,981,138062,7631,0.1300
Egypt,2021-01,27889,1685,165951,9316,0.1600
Egypt,2021-02,16473,1372,182424,10688,0.1800
Egypt,2021-03,19707,1307,202131,11995,0.2000
Egypt,2021-04,25421,1344,227552,13339,0.2200
"El Salvador",2020-03,32,1,32,1,0.0000
"El Salvador",2020-04,363,9,395,10,0.0100
"El Salvador",2020-05,2122,36,2517,46,0.0400
"El Salvador",2020-06,3921,128,6438,174,0.1000
"El Salvador",2020-07,10194,274,16632,448,0.2600
"El Salvador",2020-08,9097,269,25729,717,0.4000
"El Salvador",2020-09,3348,126,29077,843,0.4500
"El Salvador",2020-10,4749,132,33826,975,0.5200
"El Salvador",2020-11,5115,139,38941,1114,0.6000
"El Salvador",2020-12,7301,213,46242,1327,0.7100
"El Salvador",2021-01,8724,296,54966,1623,0.8500
"El Salvador",2021-02,5215,231,60181,1854,0.9300
"El Salvador",2021-03,4545,152,64726,2006,1.0000
"El Salvador",2021-04,4472,118,69198,2124,1.0700
"Equatorial Guinea",2020-03,12,NULL,12,NULL,0.0000
"Equatorial Guinea",2020-04,303,1,315,1,0.0200
"Equatorial Guinea",2020-05,991,11,1306,12,0.0900
"Equatorial Guinea",2020-06,695,20,2001,32,0.1400
"Equatorial Guinea",2020-07,2820,51,4821,83,0.3400
"Equatorial Guinea",2020-08,120,0,4941,83,0.3500
"Equatorial Guinea",2020-09,89,0,5030,83,0.3600
"Equatorial Guinea",2020-10,58,0,5088,83,0.3600
"Equatorial Guinea",2020-11,65,2,5153,85,0.3700
"Equatorial Guinea",2020-12,124,1,5277,86,0.3800
"Equatorial Guinea",2021-01,239,0,5516,86,0.3900
"Equatorial Guinea",2021-02,489,5,6005,91,0.4300
"Equatorial Guinea",2021-03,909,11,6914,102,0.4900
"Equatorial Guinea",2021-04,780,10,7694,112,0.5500
Eritrea,2020-03,15,NULL,15,NULL,0.0000
Eritrea,2020-04,24,NULL,39,NULL,0.0000
Eritrea,2020-05,0,NULL,39,NULL,0.0000
Eritrea,2020-06,164,NULL,203,NULL,0.0100
Eritrea,2020-07,76,NULL,279,NULL,0.0100
Eritrea,2020-08,40,NULL,319,NULL,0.0100
Eritrea,2020-09,56,NULL,375,NULL,0.0100
Eritrea,2020-10,88,NULL,463,NULL,0.0100
Eritrea,2020-11,114,NULL,577,NULL,0.0200
Eritrea,2020-12,743,3,1320,3,0.0400
Eritrea,2021-01,815,4,2135,7,0.0600
Eritrea,2021-02,712,0,2847,7,0.0800
Eritrea,2021-03,438,3,3285,10,0.0900
Eritrea,2021-04,386,0,3671,10,0.1000
Estonia,2020-02,1,NULL,1,NULL,0.0000
Estonia,2020-03,744,4,745,4,0.0600
Estonia,2020-04,944,48,1689,52,0.1300
Estonia,2020-05,180,16,1869,68,0.1400
Estonia,2020-06,120,1,1989,69,0.1500
Estonia,2020-07,75,0,2064,69,0.1600
Estonia,2020-08,311,-5,2375,69,0.1800
Estonia,2020-09,996,0,3371,64,0.2500
Estonia,2020-10,1534,9,4905,73,0.3700
Estonia,2020-11,7403,45,12308,118,0.9300
Estonia,2020-12,15682,111,27990,229,2.1100
Estonia,2021-01,16218,190,44208,419,3.3300
Estonia,2021-02,21392,170,65600,589,4.9500
Estonia,2021-03,40824,313,106424,902,8.0200
Estonia,2021-04,15595,259,122019,1161,9.2000
Eswatini,2020-03,9,NULL,9,NULL,0.0000
Eswatini,2020-04,91,1,100,1,0.0100
Eswatini,2020-05,185,1,285,2,0.0200
Eswatini,2020-06,527,9,812,11,0.0700
Eswatini,2020-07,1836,30,2648,41,0.2300
Eswatini,2020-08,1929,50,4577,91,0.3900
Eswatini,2020-09,905,18,5482,109,0.4700
Eswatini,2020-10,435,8,5917,117,0.5100
Eswatini,2020-11,502,5,6419,122,0.5500
Eswatini,2020-12,2939,83,9358,205,0.8100
Eswatini,2021-01,6353,360,15711,565,1.3500
Eswatini,2021-02,1303,87,17014,652,1.4700
Eswatini,2021-03,323,15,17337,667,1.4900
Eswatini,2021-04,1121,4,18458,671,1.5900
Ethiopia,2020-03,26,NULL,26,NULL,0.0000
Ethiopia,2020-04,105,3,131,3,0.0000
Ethiopia,2020-05,1041,8,1172,11,0.0000
Ethiopia,2020-06,4674,92,5846,103,0.0100
Ethiopia,2020-07,11684,171,17530,274,0.0200
Ethiopia,2020-08,34601,535,52131,809,0.0500
Ethiopia,2020-09,23237,389,75368,1198,0.0700
Ethiopia,2020-10,20801,271,96169,1469,0.0800
Ethiopia,2020-11,13905,237,110074,1706,0.1000
Ethiopia,2020-12,14190,217,124264,1923,0.1100
Ethiopia,2021-01,13386,170,137650,2093,0.1200
Ethiopia,2021-02,21422,272,159072,2365,0.1400
Ethiopia,2021-03,47517,500,206589,2865,0.1800
Ethiopia,2021-04,50853,823,257442,3688,0.2200
"Faeroe Islands",2021-01,NULL,NULL,NULL,NULL,NULL
"Faeroe Islands",2021-02,NULL,NULL,NULL,NULL,NULL
"Faeroe Islands",2021-03,NULL,NULL,NULL,NULL,NULL
"Faeroe Islands",2021-04,NULL,NULL,NULL,NULL,NULL
"Falkland Islands",2021-02,NULL,NULL,NULL,NULL,NULL
"Falkland Islands",2021-03,NULL,NULL,NULL,NULL,NULL
"Falkland Islands",2021-04,NULL,NULL,NULL,NULL,NULL
Fiji,2020-01,NULL,NULL,NULL,NULL,NULL
Fiji,2020-02,NULL,NULL,NULL,NULL,NULL
Fiji,2020-03,5,NULL,5,NULL,0.0000
Fiji,2020-04,13,NULL,18,NULL,0.0000
Fiji,2020-05,0,NULL,18,NULL,0.0000
Fiji,2020-06,0,NULL,18,NULL,0.0000
Fiji,2020-07,9,1,27,1,0.0000
Fiji,2020-08,1,1,28,2,0.0000
Fiji,2020-09,4,0,32,2,0.0000
Fiji,2020-10,2,0,34,2,0.0000
Fiji,2020-11,8,0,42,2,0.0000
Fiji,2020-12,7,0,49,2,0.0100
Fiji,2021-01,6,0,55,2,0.0100
Fiji,2021-02,4,0,59,2,0.0100
Fiji,2021-03,8,0,67,2,0.0100
Fiji,2021-04,50,0,117,2,0.0100
Finland,2020-01,1,NULL,1,NULL,0.0000
Finland,2020-02,2,NULL,3,NULL,0.0000
Finland,2020-03,1415,17,1418,17,0.0300
Finland,2020-04,3577,194,4995,211,0.0900
Finland,2020-05,1864,109,6859,320,0.1200
Finland,2020-06,355,8,7214,328,0.1300
Finland,2020-07,218,1,7432,329,0.1300
Finland,2020-08,654,7,8086,336,0.1500
Finland,2020-09,1906,8,9992,345,0.1800
Finland,2020-10,6121,14,16113,358,0.2900
Finland,2020-11,8799,41,24912,399,0.4500
Finland,2020-12,11195,162,36107,561,0.6500
Finland,2021-01,9131,110,45238,671,0.8200
Finland,2021-02,12434,71,57672,742,1.0400
Finland,2021-03,19780,102,77452,844,1.4000
Finland,2021-04,9356,70,86808,914,1.5700
France,2020-01,5,NULL,5,NULL,0.0000
France,2020-02,95,2,100,2,0.0000
France,2020-03,52178,3524,52278,3526,0.0800
France,2020-04,116583,20823,169098,24349,0.2500
France,2020-05,22114,4456,190975,28805,0.2800
France,2020-06,13269,1041,204244,29846,0.3000
France,2020-07,22995,422,227239,30268,0.3300
France,2020-08,93921,378,321160,30646,0.4700
France,2020-09,284733,1332,605893,31978,0.8900
France,2020-10,808471,4849,1414364,36827,2.0800
France,2020-11,862510,15992,2276874,52819,3.3400
France,2020-12,400792,11940,2677666,64759,3.9300
France,2021-01,578254,11442,3255920,76201,4.7800
France,2021-02,559719,10379,3815639,86580,5.6000
France,2021-03,889429,9218,4705068,95798,6.9000
France,2021-04,972767,8877,5677835,104675,8.3300
Gabon,2020-03,16,1,16,1,0.0000
Gabon,2020-04,260,2,276,3,0.0100
Gabon,2020-05,2379,14,2655,17,0.1200
Gabon,2020-06,2739,25,5394,42,0.2400
Gabon,2020-07,1958,7,7352,49,0.3300
Gabon,2020-08,1181,4,8533,53,0.3800
Gabon,2020-09,233,1,8766,54,0.3900
Gabon,2020-10,202,1,8968,55,0.4000
Gabon,2020-11,246,5,9214,60,0.4100
Gabon,2020-12,357,4,9571,64,0.4300
Gabon,2021-01,1177,4,10748,68,0.4800
Gabon,2021-02,3816,15,14564,83,0.6500
Gabon,2021-03,4986,35,19550,118,0.8800
Gabon,2021-04,3525,21,23075,139,1.0400
Gambia,2020-03,4,1,4,1,0.0000
Gambia,2020-04,7,0,11,1,0.0000
Gambia,2020-05,14,0,25,1,0.0000
Gambia,2020-06,24,1,49,2,0.0000
Gambia,2020-07,449,7,498,9,0.0200
Gambia,2020-08,2465,87,2963,96,0.1200
Gambia,2020-09,616,16,3579,112,0.1500
Gambia,2020-10,93,7,3672,119,0.1500
Gambia,2020-11,70,4,3742,123,0.1500
Gambia,2020-12,55,1,3797,124,0.1600
Gambia,2021-01,293,4,4090,128,0.1700
Gambia,2021-02,622,22,4712,150,0.1900
Gambia,2021-03,747,15,5459,165,0.2300
Gambia,2021-04,439,9,5898,174,0.2400
Georgia,2020-02,1,NULL,1,NULL,0.0000
Georgia,2020-03,109,NULL,110,NULL,0.0000
Georgia,2020-04,429,6,539,6,0.0100
Georgia,2020-05,244,6,783,12,0.0200
Georgia,2020-06,145,3,928,15,0.0200
Georgia,2020-07,240,2,1168,17,0.0300
Georgia,2020-08,319,2,1487,19,0.0400
Georgia,2020-09,4705,20,6192,39,0.1600
Georgia,2020-10,32744,268,38936,307,0.9800
Georgia,2020-11,96648,960,135584,1267,3.4000
Georgia,2020-12,91836,1238,227420,2505,5.7000
Georgia,2021-01,30691,673,258111,3178,6.4700
Georgia,2021-02,12647,332,270758,3510,6.7900
Georgia,2021-03,11003,268,281761,3778,7.0600
Georgia,2021-04,28549,332,310310,4110,7.7800
Germany,2020-01,5,NULL,5,NULL,0.0000
Germany,2020-02,74,NULL,79,NULL,0.0000
Germany,2020-03,71729,775,71808,775,0.0900
Germany,2020-04,91201,5848,163009,6623,0.1900
Germany,2020-05,20401,1917,183410,8540,0.2200
Germany,2020-06,12008,450,195418,8990,0.2300
Germany,2020-07,14981,157,210399,9147,0.2500
Germany,2020-08,34403,156,244802,9303,0.2900
Germany,2020-09,48111,192,292913,9495,0.3500
Germany,2020-10,238877,988,531790,10483,0.6300
Germany,2020-11,538122,6211,1069912,16694,1.2800
Germany,2020-12,690608,17097,1760520,33791,2.1000
Germany,2021-01,465139,23372,2225659,57163,2.6600
Germany,2021-02,224636,12989,2450295,70152,2.9200
Germany,2021-03,393349,6437,2843644,76589,3.3900
Germany,2021-04,561721,6508,3405365,83097,4.0600
Ghana,2020-03,161,5,161,5,0.0000
Ghana,2020-04,1913,12,2074,17,0.0100
Ghana,2020-05,5996,19,8070,36,0.0300
Ghana,2020-06,9671,76,17741,112,0.0600
Ghana,2020-07,17760,70,35501,182,0.1100
Ghana,2020-08,8797,94,44298,276,0.1400
Ghana,2020-09,2328,25,46626,301,0.1500
Ghana,2020-10,1429,19,48055,320,0.1500
Ghana,2020-11,3612,3,51667,323,0.1700
Ghana,2020-12,3104,12,54771,335,0.1800
Ghana,2021-01,12239,81,67010,416,0.2200
Ghana,2021-02,17013,191,84023,607,0.2700
Ghana,2021-03,6560,136,90583,743,0.2900
Ghana,2021-04,1979,36,92562,779,0.3000
Gibraltar,2021-01,NULL,NULL,NULL,NULL,NULL
Gibraltar,2021-02,NULL,NULL,NULL,NULL,NULL
Gibraltar,2021-03,NULL,NULL,NULL,NULL,NULL
Gibraltar,2021-04,NULL,NULL,NULL,NULL,NULL
Greece,2020-02,4,NULL,4,NULL,0.0000
Greece,2020-03,1310,49,1314,49,0.0100
Greece,2020-04,1277,91,2591,140,0.0200
Greece,2020-05,326,35,2917,175,0.0300
Greece,2020-06,492,17,3409,192,0.0300
Greece,2020-07,1068,14,4477,206,0.0400
Greece,2020-08,5840,60,10317,266,0.1000
Greece,2020-09,8158,125,18475,391,0.1800
Greece,2020-10,20776,235,39251,626,0.3800
Greece,2020-11,66020,1780,105271,2406,1.0100
Greece,2020-12,33579,2432,138850,4838,1.3300
Greece,2021-01,18107,958,156957,5796,1.5100
Greece,2021-02,34143,708,191100,6504,1.8300
Greece,2021-03,72589,1589,263689,8093,2.5300
Greece,2021-04,81344,2288,345033,10381,3.3100
Greenland,2021-01,NULL,NULL,NULL,NULL,NULL
Greenland,2021-02,NULL,NULL,NULL,NULL,NULL
Greenland,2021-03,NULL,NULL,NULL,NULL,NULL
Greenland,2021-04,NULL,NULL,NULL,NULL,NULL
Grenada,2020-03,9,NULL,9,NULL,0.0100
Grenada,2020-04,11,NULL,20,NULL,0.0200
Grenada,2020-05,3,NULL,23,NULL,0.0200
Grenada,2020-06,0,NULL,23,NULL,0.0200
Grenada,2020-07,1,NULL,24,NULL,0.0200
Grenada,2020-08,0,NULL,24,NULL,0.0200
Grenada,2020-09,0,NULL,24,NULL,0.0200
Grenada,2020-10,4,NULL,28,NULL,0.0200
Grenada,2020-11,13,NULL,41,NULL,0.0400
Grenada,2020-12,86,NULL,127,NULL,0.1100
Grenada,2021-01,21,1,148,1,0.1300
Grenada,2021-02,0,0,148,1,0.1300
Grenada,2021-03,7,0,155,1,0.1400
Grenada,2021-04,5,0,160,1,0.1400
Guatemala,2020-02,NULL,NULL,NULL,NULL,NULL
Guatemala,2020-03,38,1,38,1,0.0000
Guatemala,2020-04,561,15,599,16,0.0000
Guatemala,2020-05,4488,92,5087,108,0.0300
Guatemala,2020-06,13009,665,18096,773,0.1000
Guatemala,2020-07,31693,1151,49789,1924,0.2800
Guatemala,2020-08,24285,836,74074,2760,0.4100
Guatemala,2020-09,17672,486,91746,3246,0.5100
Guatemala,2020-10,16193,483,107939,3729,0.6000
Guatemala,2020-11,14123,442,122062,4171,0.6800
Guatemala,2020-12,15950,642,138012,4813,0.7700
Guatemala,2021-01,21492,830,159504,5643,0.8900
Guatemala,2021-02,15038,750,174542,6393,0.9700
Guatemala,2021-03,19292,447,193834,6840,1.0800
Guatemala,2021-04,33837,684,227671,7524,1.2700
Guernsey,2021-01,NULL,NULL,NULL,NULL,NULL
Guernsey,2021-02,NULL,NULL,NULL,NULL,NULL
Guernsey,2021-03,NULL,NULL,NULL,NULL,NULL
Guernsey,2021-04,NULL,NULL,NULL,NULL,NULL
Guinea,2020-03,22,NULL,22,NULL,0.0000
Guinea,2020-04,1473,7,1495,7,0.0100
Guinea,2020-05,2211,16,3706,23,0.0300
Guinea,2020-06,1685,10,5391,33,0.0400
Guinea,2020-07,1917,13,7308,46,0.0600
Guinea,2020-08,2101,13,9409,59,0.0700
Guinea,2020-09,1243,7,10652,66,0.0800
Guinea,2020-10,1420,6,12072,72,0.0900
Guinea,2020-11,1047,4,13119,76,0.1000
Guinea,2020-12,603,5,13722,81,0.1000
Guinea,2021-01,824,1,14546,82,0.1100
Guinea,2021-02,1446,7,15992,89,0.1200
Guinea,2021-03,3916,36,19908,125,0.1500
Guinea,2021-04,2307,19,22215,144,0.1700
Guinea-Bissau,2020-03,8,NULL,8,NULL,0.0000
Guinea-Bissau,2020-04,197,1,205,1,0.0100
Guinea-Bissau,2020-05,1051,7,1256,8,0.0600
Guinea-Bissau,2020-06,398,16,1654,24,0.0800
Guinea-Bissau,2020-07,327,2,1981,26,0.1000
Guinea-Bissau,2020-08,224,8,2205,34,0.1100
Guinea-Bissau,2020-09,119,5,2324,39,0.1200
Guinea-Bissau,2020-10,89,2,2413,41,0.1200
Guinea-Bissau,2020-11,28,3,2441,44,0.1200
Guinea-Bissau,2020-12,11,1,2452,45,0.1200
Guinea-Bissau,2021-01,182,0,2634,45,0.1300
